id,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
481883,2153,23.20%,2700.654389,2500,200.65,2011-07-01,1465.38,2014-05-01
481900,24413,44.70%,29305.00349,24999.99,4305.01,2013-02-01,841.41,2013-02-01
481901,24648,90%,16051.38667,13000,3051.39,2012-05-01,4287.06,2015-03-01
481921,12970,74.50%,24555.94412,19999.99,4555.95,2013-02-01,707.36,2016-05-01
481924,3508,21.10%,17488.6417,15000,2488.65,2013-02-01,552.84,2015-12-01
481938,7944,13.90%,4961.025338,4750,211.03,2011-02-01,1494.7,2011-02-01
481943,23302,67.60%,7883.396739,7000,883.4,2013-02-01,233.24,2013-02-01
481972,2583,15.90%,16117.50794,15000,1117.51,2010-12-01,12201.41,2010-12-01
482011,9961,85.90%,1510.72552,1275,235.73,2013-02-01,44.55,2013-02-01
482019,20371,65.40%,21407.75157,19000,2407.75,2012-04-01,893.33,2012-05-01
482049,21180,96.70%,4698.45,3131.48,1566.97,2010-11-01,522.43,2016-05-01
482059,1801,62.10%,4703.910242,4200,503.91,2013-02-01,148.47,2013-09-01
482071,9707,46.20%,8731.286778,7000,1731.29,2013-03-01,265.63,2016-05-01
482076,42632,45.90%,14501.87857,12000,2501.88,2013-02-01,455.33,2016-04-01
482079,24809,62.50%,4010.105357,3600,410.11,2013-02-01,119.71,2013-02-01
482101,2429,81%,10946.48703,10000,946.49,2011-03-01,7078.81,2015-08-01
482131,33317,44.60%,4663.693593,4000,663.69,2013-02-01,151.08,2013-02-01
482132,10887,57.30%,18899.44031,16800,2099.44,2011-07-01,10117.75,2012-01-01
482133,15362,49.90%,15778.68329,13000,2778.68,2012-12-01,1331.67,2016-05-01
482139,23068,84.80%,2369.820346,2000,369.82,2013-02-01,70.86,2015-10-01
482155,6035,23.90%,6482.038039,5500,982.04,2013-02-01,206.18,2013-02-01
482197,17354,38.20%,18223.12181,15000,3223.12,2013-02-01,535.87,2013-02-01
482198,10572,56.20%,9667.955633,8000,1667.96,2013-02-01,307.55,2016-03-01
482205,12529,67.70%,11785.33704,10000,1785.34,2013-02-01,366.6,2013-02-01
482229,16491,99.90%,15418.6,9805.89,5612.71,2011-10-01,771.28,2016-05-01
482256,970,5.90%,8735.611507,8000,735.61,2011-02-01,5875.71,2011-03-01
482269,21459,52%,28436.59586,23999.99,4436.61,2013-02-01,816.04,2013-02-01
482296,42465,63.10%,24685.71228,20000,4685.72,2013-02-01,734.33,2013-02-01
482297,144,28.80%,11787.76798,9500,2287.77,2013-02-01,342.49,2016-01-01
482319,7634,50.90%,12945.32111,10750,2195.32,2012-02-01,4488.14,2012-02-01
482352,22646,65.30%,3641.76,3600,41.76,2010-04-01,3442.41,2016-05-01
482355,4853,68.40%,4616.519251,4000,616.52,2012-08-01,888.47,2016-05-01
482362,61165,91.30%,31675.60791,25000,6675.61,2013-02-01,993.21,2013-10-01
482368,16591,15.30%,12473.19661,10000,2473.2,2013-03-01,373.72,2013-02-01
482375,19484,46.50%,25952.37949,21250,4702.38,2013-02-01,751.86,2016-05-01
482398,10705,24.60%,17489.2996,15000,2489.3,2013-02-01,558.56,2016-05-01
482400,19843,59.90%,5853.536299,5400,453.54,2011-06-01,2925.74,2015-01-01
482435,11023,68.90%,17519.82222,15000,2519.82,2012-06-01,4302.86,2016-03-01
482437,9170,90.80%,11046.6911,9000,2046.69,2013-01-01,623.25,2015-06-01
482465,8896,54.60%,14578.289,12000,2578.29,2013-02-01,423.45,2013-02-01
482485,1730,41.20%,4029.15134,3200,829.15,2012-12-01,340.9,2013-02-01
482505,7486,81.50%,15181.58807,12000,3181.59,2013-02-01,2061.28,2015-10-01
482508,10949,29%,5339.448337,5000,339.45,2011-02-01,3622.62,2015-02-01
482512,20027,44.40%,18709.52736,15000,3709.53,2013-02-01,547.1,2013-02-01
482550,0,0%,2429.803046,2000,429.8,2013-02-01,73.57,2013-02-01
482555,2662,30.60%,7327.812507,6000,1327.81,2013-02-01,221.19,2016-05-01
482564,14949,87.90%,6292.561373,5600,692.56,2011-07-01,11.29,2011-07-01
482569,35229,95.30%,20271.90475,16000,4271.9,2013-02-01,611.49,2013-02-01
482570,5618,65.30%,9756.720956,8000,1756.72,2012-04-01,2875.45,2012-04-01
482572,3912,8.70%,14305.3721,13000,1305.37,2011-08-01,30.83,2015-08-01
482590,4598,57.50%,458.18,172.26,113.12,2010-04-01,142.99,2015-03-01
482613,0,0%,14139.8257,12000,2139.83,2013-03-01,414.83,2013-03-01
482615,0,0%,7713.818019,7000,713.82,2010-12-01,10.51,2014-05-01
482640,4296,20.40%,3029.05,2002.13,320.87,2012-03-01,93.33,2016-05-01
482644,2578,25.30%,10268.42783,10000,268.43,2010-05-01,9618.58,2016-01-01
482669,66520,91.10%,30532.50147,24250,6282.5,2012-12-01,2546.99,2012-12-01
482672,6101,68.60%,1399.485951,1200,199.49,2013-03-01,47.05,2013-06-01
482673,1359,52.30%,9685.51572,8000,1685.52,2013-03-01,48.18,2016-05-01
482680,35998,87.40%,11252.6,7098.59,3346.81,2011-02-01,870.71,2011-07-01
482681,22680,76.90%,12473.50861,10000,2473.51,2013-02-01,381.58,2013-02-01
482700,30435,93.60%,1172.75006,1000,172.75,2011-10-01,530.34,2011-10-01
482706,14206,55.90%,30406.935,24250,6156.93,2013-02-01,853.62,2013-02-01
482715,6760,85.60%,12599.87882,10000,2599.88,2013-01-01,719.44,2013-02-01
482719,5663,13.20%,10093.33,6011.43,1014.32,2012-03-01,281.53,2012-02-01
482728,5291,67%,7667.004891,7000,667,2011-11-01,1762.63,2013-09-01
482734,3752,42.20%,3497.754983,3000,497.75,2013-02-01,113.98,2014-07-01
482763,0,0%,30118.04,24057.13,5974.81,2012-12-01,1612.47,2016-05-01
482794,12421,77.10%,12604.31299,10000,2604.31,2013-02-01,377.83,2015-06-01
482832,35713,60.80%,23478.44445,19999.99,3478.46,2012-06-01,5726.24,2012-07-01
482840,8502,57.40%,14578.41599,12000,2578.42,2013-02-01,426.54,2016-05-01
482874,1210,24.20%,13149.59234,11000,2149.59,2012-05-01,33.85,2012-05-01
482876,1954,26.90%,10044.7629,8500,1544.76,2012-10-01,1390.28,2012-10-01
482888,29740,57.20%,25926.99745,21999.99,3927.01,2013-02-01,762.78,2013-02-01
482894,9156,34.30%,1162.79,343.57,158.83,2010-03-01,503.5,2010-08-01
482902,366,4.30%,32241.71573,24000,8107.65,2012-11-01,4349.78,2013-11-01
482918,43567,76.80%,29620.91038,24999.99,4620.92,2013-03-01,846.04,2016-02-01
482937,12392,73.80%,3386.88,2352.9,1033.98,2011-04-01,242.53,2016-04-01
482938,4678,11%,24552.17438,23799.99,752.18,2010-11-01,94.8,2016-03-01
482969,6451,97.70%,7727.648522,6000,1712.65,2013-01-01,218.17,2014-03-01
482978,19466,99.30%,31512.66607,25000,6512.67,2013-02-01,919.91,2016-05-01
482986,80723,27.10%,5115.50841,4800,315.51,2011-04-01,3205.64,2011-04-01
482996,22627,47.70%,18394.09422,16750,1644.1,2011-03-01,11857.85,2011-03-01
483020,18940,72.20%,21067.90192,18000,3067.91,2012-09-01,606.6,2012-09-01
483025,681,52.40%,1232.185457,1000,232.19,2012-08-01,234.56,2012-08-01
483056,26018,43.90%,29772.71381,25000,4772.71,2011-09-01,14109.41,2011-10-01
483058,16517,31.20%,9354.942401,7500,1854.94,2013-02-01,284.06,2016-05-01
483065,17187,49.10%,11164.4633,10000,1164.46,2014-03-01,341.63,2016-05-01
483079,3109,15.90%,449.33,0,0,NULL,0,2010-07-01
483080,981,65.40%,6461.855554,5000,1461.86,2013-03-01,106.78,2013-03-01
483084,5485,76.20%,2724.1,1898.9,825.2,2010-12-01,272.84,2016-05-01
483090,6874,48.10%,4739.438239,4000,739.44,2013-02-01,136.54,2013-02-01
483096,6940,49.70%,11785.48729,10000,1785.49,2013-02-01,376.34,2015-09-01
483102,303,43.30%,1220.29,744.38,310.44,2010-11-01,134.27,2011-04-01
483108,9261,95.50%,14547.50884,12000,2547.51,2012-02-01,4004.95,2012-03-01
483110,2761,83.70%,1865.688764,1500,365.69,2012-03-01,10.47,2012-03-01
483129,11495,76.10%,13035.96,9913.2,3107.77,2012-07-01,5,2016-05-01
483174,16687,72.60%,12340.26209,11000,1340.26,2012-09-01,2377.82,2016-04-01
483206,3100,73.80%,3711.605925,3000,696.61,2012-11-01,413.27,2014-02-01
483207,12749,95.90%,28064.3173,22500,5564.32,2013-02-01,824.7,2013-02-01
483229,1158,10.50%,5650.400558,5000,650.4,2011-10-01,2591.25,2016-02-01
483238,12586,80.70%,9327.276995,8000,1327.28,2013-03-01,294.01,2013-03-01
483247,31844,61.20%,11596.57359,10000,1596.57,2013-03-01,342.74,2013-03-01
483261,9191,19%,8798.791615,8000,798.79,2012-03-01,3121.89,2012-02-01
483262,12598,75%,1642.3,1220.9,421.4,2010-12-01,164.56,2016-05-01
483303,2305,92.20%,5968.667064,5000,968.67,2011-11-01,2527.01,2015-08-01
483312,2340,38.40%,3669.214848,3200,469.21,2011-03-01,2327.48,2015-04-01
483317,12487,81.10%,5880.764718,5000,880.76,2012-01-01,459.71,2015-04-01
483320,5971,67.90%,5869.681164,5000,869.68,2012-07-01,15.58,2016-05-01
483328,3221,27.30%,11236.98386,9800,1436.98,2011-03-01,7128.7,2011-04-01
483343,2653,49.10%,179.73,0,0,NULL,0,2015-10-01
483352,0,0%,11973.02649,11000,973.03,2011-03-01,1687.3,2011-03-01
483386,44229,75.70%,5690.395356,5000,690.4,2011-12-01,2306.34,2014-09-01
483399,11134,28.90%,9759.52,2323.11,928.65,2011-03-01,97.5,2016-05-01
483418,0,0%,1009.580213,1000,9.58,2010-03-01,1009.82,2011-12-01
483424,1451,31.50%,2658.04,2073.26,423.86,2011-06-01,156.41,2016-05-01
483469,4771,26.80%,10531.81408,10000,531.81,2010-12-01,10.8,2014-09-01
483485,59308,32.90%,31675.07458,25000,6675.07,2013-02-01,970.52,2013-02-01
483508,10836,63%,13849.59486,12000,1849.59,2012-08-01,2670.44,2012-09-01
483549,7261,84.40%,7650.080115,6600,1050.08,2011-03-01,793.43,2015-01-01
483565,16509,57.70%,6361.94644,5000,1361.95,2013-03-01,536.94,2016-05-01
483568,3204,7.60%,5536.572307,5000,536.57,2012-07-01,1370.38,2015-12-01
483581,21394,69.70%,15213.8813,12500,2713.88,2013-05-01,58.26,2013-04-01
483590,1977,23.80%,5627.292875,4800,827.29,2013-02-01,176.72,2015-05-01
483643,18339,84.20%,24040.3002,20000,4040.3,2012-06-01,5840.99,2014-01-01
483645,26463,37.60%,6719.869086,6000,719.87,2013-02-01,213.13,2013-02-01
483670,18350,29.90%,3405.256466,3350,55.26,2010-05-01,3201.12,2011-06-01
483674,3818,15.60%,20178.5,20000,178.5,2010-03-01,20178.87,2016-05-01
483682,3792,55.80%,14561.96786,12000,2561.97,2012-08-01,2791.84,2016-04-01
483697,12284,20.80%,22391.66415,19000,3391.67,2013-02-01,669.36,2016-04-01
483722,1773,20.90%,4006.461166,3600,406.46,2012-03-01,1309.22,2013-04-01
483747,5063,55%,8945.629964,7000,1945.63,2013-02-01,230.45,2013-10-01
483748,55809,89.30%,2357.095414,2000,357.1,2013-02-01,74.61,2016-03-01
483785,9574,36%,3193.767457,3000,193.77,2011-02-01,2172.48,2011-02-01
483787,4361,58.90%,6426.93093,6000,426.93,2010-10-01,6.73,2010-10-01
483797,8443,43.70%,15721.33,13082.29,2533.24,2013-04-01,100,2013-08-01
483804,0,0%,7192.301995,6000,1192.3,2012-07-01,1573.39,2012-08-01
483825,11406,81.50%,13254.76,10000,3254.76,2015-09-01,84.49,2015-09-01
483827,13018,68.40%,31675.51655,25000,6675.52,2013-02-01,934.49,2016-05-01
483865,6968,60.10%,4389.273116,3525,849.27,2013-03-01,6.56,2015-12-01
483880,11279,19.50%,3937.466703,3500,437.47,2011-08-01,20.11,2014-11-01
483946,438,17.50%,6074.492101,5000,1074.49,2013-03-01,182.81,2013-02-01
483962,16960,90.70%,7065.92,4542.13,2523.79,2010-10-01,884.44,2016-05-01
483968,66,0.50%,1895.818118,1600,295.82,2013-02-01,56.02,2015-11-01
483973,28897,46.90%,14112.72,8606.75,5460.59,2011-08-01,2000.12,2016-04-01
483989,4498,73.70%,4834.162841,4000,834.16,2013-02-01,159.84,2013-02-01
484006,6,1.50%,15428.34147,12500,2928.34,2013-03-01,453.78,2014-02-01
484007,2493,9.90%,5599.926575,5000,599.93,2013-02-01,180.65,2015-12-01
484016,8647,26.20%,13514.30953,12000,1514.31,2013-02-01,399.77,2016-04-01
484033,2293,6.10%,7167.800129,6400,767.8,2013-03-01,219.21,2013-03-01
484041,42752,39.20%,29462.39703,25000,4462.4,2013-02-01,862.73,2016-03-01
484044,564,7.60%,2211.661954,2100,111.66,2010-12-01,1686.96,2015-05-01
484054,4384,19.20%,9450.336834,8500,950.34,2012-08-01,815.06,2015-08-01
484062,17233,91.20%,14811.50512,12000,2811.51,2013-02-01,440.89,2013-02-01
484070,33403,40.40%,17148.96842,15000,2148.97,2011-12-01,6911.5,2012-01-01
484085,4349,77.70%,12724.60206,10800,1924.6,2013-02-01,727.53,2016-04-01
484100,6659,80.20%,8752.645453,7200,1552.65,2013-02-01,267.45,2016-05-01
484122,4954,82.20%,16192.23597,13050,3142.24,2013-03-01,463,2016-01-01
484143,2207,45%,3706.829462,3000,706.83,2012-07-01,805.1,2016-05-01
484146,24322,95%,14441.29,10527.8,3882.15,2012-01-01,626.91,2016-05-01
484212,2205,24.50%,1291.08,962.8,328.28,2010-06-01,323.85,2010-06-01
484222,10973,87.80%,7979.43,5832.92,2008.13,2012-08-01,280.09,2012-12-01
484239,28261,70%,17097.66874,14999.99,2097.68,2011-09-01,8223.22,2015-07-01
484242,24341,87.20%,18417.03645,15000,3417.04,2013-03-01,533.07,2014-01-01
484286,633,1.10%,27901.38218,24250,3651.39,2012-03-01,9766.75,2012-05-01
484291,15373,47.40%,6237.813706,5600,637.81,2013-03-01,184.35,2013-03-01
484298,11665,51.60%,5631.018179,5000,631.02,2013-03-01,167.22,2014-01-01
484300,9184,21.20%,2239.957976,2000,239.96,2013-03-01,71.58,2016-05-01
484321,13778,72.10%,6522.518781,5500,1022.52,2012-03-01,2110.07,2012-03-01
484323,4627,13%,5287.836148,4800,487.84,2013-07-01,153.96,2016-02-01
484339,13150,50%,10841.60822,10000,841.61,2012-01-01,2515.01,2016-05-01
484353,800,2%,7630.172387,6850,780.17,2013-03-01,224.12,2013-03-01
484364,13405,27%,13354.85996,12000,1354.86,2012-03-01,4359.82,2014-02-01
484369,10696,24.50%,3304.451906,3250,54.45,2010-04-01,2900.49,2016-04-01
484417,14058,73.60%,8838.991041,7500,1338.99,2013-03-01,273.62,2013-03-01
484430,12345,17.40%,6335.782844,6300,35.78,2010-03-01,6336.85,2010-04-01
484473,2559,44.90%,17575.25994,15000,2575.26,2011-12-01,8379.19,2015-02-01
484482,12142,62.30%,18474.45,15449.92,2957.83,2013-02-01,526.58,2013-07-01
484483,8793,24.10%,11425.28,8926.4,2498.88,2011-12-01,350.1,2016-05-01
484540,10387,59.70%,16614.43718,14400,2214.44,2012-06-01,4537.37,2012-06-01
484543,10039,69.20%,9719.060175,8000,1719.06,2013-03-01,289.38,2016-03-01
484544,0,0%,4687.945195,4000,687.95,2013-01-01,273.75,2016-05-01
484564,9168,77.70%,9719.099773,8000,1719.1,2013-03-01,289.44,2013-02-01
484573,12997,65.70%,18588.49803,16000,2588.5,2012-09-01,3087.09,2014-01-01
484580,10375,83.70%,6042.608799,5000,1042.61,2013-03-01,195.7,2016-03-01
484581,20577,90.20%,6462.87,3420.5,1011.18,2011-07-01,278.25,2011-11-01
484582,15631,24.60%,13445.2872,12000,1445.29,2012-07-01,2950.07,2012-07-01
484589,73708,25.50%,5235.629927,4700,535.63,2013-03-01,160.7,2015-11-01
484611,8169,64.80%,14218.35942,12000,2218.36,2013-03-01,414.19,2014-10-01
484624,24455,52.90%,2959.99,2551.58,354.37,2012-07-01,206.62,2012-12-01
484627,26364,57.80%,18214.52,18000,214.52,2010-03-01,18215.98,2010-03-01
484664,10979,86.40%,2878.02,2138.25,739.77,2011-08-01,160.29,2016-05-01
484692,9710,58.10%,12584.34045,10000,2504.7,2013-03-01,56.6,2016-05-01
484699,44808,65.80%,29621.18458,25000,4621.19,2013-02-01,848.4,2016-05-01
484702,6485,37.50%,15132.58347,14000,1132.58,2011-06-01,247.08,2013-06-01
484728,6238,14.90%,7279.929791,6500,779.93,2013-02-01,233.67,2013-02-01
484753,4249,21.40%,8688.752052,7800,888.75,2013-03-01,261.85,2015-08-01
484764,89620,76.60%,31237.3926,25000,6237.4,2012-10-01,4259.66,2012-11-01
484771,8361,12.10%,16679.62557,15000,1679.63,2011-08-01,8965.67,2016-05-01
484843,14685,89.80%,8161.447727,7000,1161.45,2013-03-01,265.69,2013-02-01
484846,7537,23.10%,6634.251611,6000,634.25,2012-05-01,1821.89,2015-06-01
484847,6294,33.50%,13842.66574,13200,642.67,2010-12-01,10072.43,2010-12-01
484859,4836,62.80%,9428.280841,8000,1428.28,2013-02-01,292.91,2013-04-01
484881,1495,49.80%,4345.876277,4000,345.88,2011-08-01,607.14,2015-07-01
484886,10836,63%,8987.556515,7750,1237.56,2013-03-01,268.52,2015-06-01
484894,5567,20.90%,29485.22166,25000,4408.65,2012-08-01,6402.07,2015-11-01
484903,8027,62.70%,3363.367933,3000,363.37,2011-09-01,1719.86,2011-09-01
484981,13368,40%,11261.35801,10000,1261.36,2013-03-01,323.13,2013-03-01
484984,5778,41%,2369.834209,2000,369.83,2013-04-01,70.57,2013-04-01
485006,61686,75.40%,11655.3883,11200,455.39,2010-09-01,10.06,2010-09-01
485032,1578,68.60%,4119.9,2667.61,1015.09,2011-10-01,200,2012-02-01
485035,7315,27.40%,15694.47329,14000,1694.47,2011-09-01,7594.91,2016-05-01
485037,10939,31.10%,3317.855971,3000,317.86,2013-05-01,464.36,2015-01-01
485040,34804,79.60%,26195.44262,21600,4595.45,2012-12-01,171.28,2016-04-01
485051,14332,34%,8977.63,6043,2098.22,2011-12-01,34.4,2012-04-01
485070,14281,65.20%,5517.699328,5000,502.7,2011-01-01,14.67,2014-10-01
485072,1117,2.60%,13915.97565,12000,1915.98,2013-03-01,413.04,2013-03-01
485083,9752,55.70%,16814.72256,14500,2314.72,2013-03-01,489.22,2013-02-01
485096,9637,46.70%,12167.43456,11000,1167.43,2011-06-01,3483.52,2011-05-01
485098,5947,14%,29257.2936,25000,4257.29,2012-07-01,6371.26,2012-08-01
485099,16515,46%,16245.28532,14000,2245.29,2011-06-01,9424.08,2016-05-01
485101,1161,23.70%,15674.79603,12500,3174.8,2013-03-01,447.18,2013-02-01
485111,4137,24.60%,22517.95665,20000,2517.96,2012-05-01,712.36,2016-05-01
485122,7351,94.20%,9346.310485,8000,1346.31,2012-05-01,2776.66,2014-07-01
485184,4655,87.80%,1436.79,934.78,407.08,2011-04-01,103.4,2011-08-01
485185,10051,41%,14351.98715,12000,2351.99,2012-07-01,3514.02,2016-05-01
485205,55,0.20%,3121.221558,3000,106.22,2010-08-01,3121.99,2010-07-01
485234,2642,64.40%,12162.62452,10800,1362.62,2013-03-01,354.51,2014-01-01
485240,13020,25.40%,16541.41868,15000,1541.42,2012-03-01,449.67,2012-02-01
485249,6292,71.50%,9063.716204,7500,1563.72,2013-03-01,285.47,2013-02-01
485273,5502,36.70%,5892.775458,5000,892.78,2013-03-01,189.87,2013-02-01
485283,6449,12.50%,13439.63455,12000,1439.63,2013-03-01,416.09,2016-04-01
485291,34377,58.50%,24400.8183,21000,3400.82,2012-05-01,138.27,2016-04-01
485293,12430,46.60%,10071.47531,8500,1571.48,2013-03-01,295.07,2016-05-01
485297,6907,92.10%,4080.51,1751.41,1312.63,2011-12-01,342,2011-12-01
485301,7649,59.30%,5759.64,4486.49,1263.01,2012-09-01,192,2016-05-01
485310,1060,42.40%,2915.729109,2400,515.73,2013-03-01,86.68,2016-02-01
485313,13871,70.10%,26371.80561,22000,4371.81,2012-08-01,5757.12,2014-12-01
485314,44135,54.20%,18127.00508,15000,3127.01,2013-03-01,555.94,2013-02-01
485334,4719,77.40%,12342.6214,10000,2342.62,2013-03-01,376.72,2016-04-01
485338,11250,17.90%,10436.84442,9000,1436.84,2013-03-01,306.59,2013-03-01
485350,1319,44%,6060.992421,5000,1045.99,2013-03-01,195.65,2013-03-01
485362,2595,32%,11785.39367,10000,1785.39,2013-03-01,369.57,2015-12-01
485374,1586,61%,7289.31525,6000,1289.32,2013-03-01,217.06,2013-02-01
485412,31973,74.40%,29002.44987,24000,5002.45,2013-03-01,893.38,2013-02-01
485462,12797,30.20%,29652.19025,25000,4652.19,2011-10-01,14091.86,2013-06-01
485471,9466,27.40%,29620.81818,25000,4620.82,2013-03-01,842.33,2013-02-01
485585,0,NULL,7140.987617,5500,1640.99,2013-07-01,102.33,2013-07-01
485610,25444,42.40%,14927.21995,13000,1927.22,2012-04-01,4864.26,2012-04-01
485624,15142,62.60%,17285.70454,15000,2285.7,2012-02-01,6521.38,2012-02-01
485642,29618,78.10%,17772.62519,15000,2772.63,2013-03-01,508.97,2016-05-01
485654,5270,24.30%,11199.66605,10000,1199.67,2013-03-01,341,2013-03-01
485655,20894,51.50%,23697.42998,20000,3697.43,2013-03-01,690.99,2013-03-01
485665,14152,71.70%,2935.25,1709.3,813.56,2011-06-01,46.59,2011-07-01
485666,32628,61.80%,27925.38541,24249.99,3675.39,2011-09-01,46.92,2014-03-01
485677,21070,32.40%,20005.12238,16975,3030.12,2013-03-01,595.98,2016-02-01
485679,46373,76.80%,19335.66939,16000,3335.67,2013-03-01,597.23,2014-12-01
485685,3936,51.10%,15091.19021,11200,3891.19,2013-11-01,4953.92,2016-05-01
485710,778,43.20%,11659.34937,10000,1659.35,2013-03-01,373.34,2016-05-01
485715,1373,17%,4688.930179,4000,688.93,2013-04-01,136.97,2016-04-01
485729,15460,60.60%,16234.83023,14000,2234.83,2013-03-01,470.49,2013-09-01
485795,16224,38.30%,16439.22199,15000,1439.22,2011-10-01,8007.9,2011-10-01
485818,9368,30.20%,14640.09551,13000,1640.1,2013-03-01,426.01,2015-05-01
485821,17830,78.90%,20063.9124,16000,4063.91,2013-03-01,571.26,2013-03-01
485830,3466,25.10%,11181.97291,10000,1181.97,2011-04-01,7167.44,2013-10-01
485833,8340,24.20%,17008.95541,12800,4185.37,2013-02-01,958.37,2016-04-01
485846,12308,22.80%,4652.424549,4200,452.42,2013-03-01,146.18,2016-05-01
485850,2483,27.60%,4677.422229,4200,477.42,2013-02-01,269.68,2016-04-01
485941,1298,81.10%,4989.353846,4000,989.35,2013-03-01,152.07,2016-05-01
485943,18183,33.20%,13445.38318,12000,1445.38,2012-10-01,20.35,2012-10-01
485952,13925,15.70%,18018.64683,16000,2018.65,2013-03-01,524.04,2016-05-01
485958,4165,61.20%,8534.955031,8000,534.96,2010-12-01,6478.8,2016-05-01
485998,9764,93.90%,14797.16553,12000,2797.17,2013-01-01,1261.23,2013-02-01
486012,8797,41.90%,1387.226374,1200,187.23,2012-03-01,488.77,2013-08-01
486021,2176,53.10%,6039.862166,5000,1039.86,2012-02-01,1395.75,2015-08-01
486025,19427,51.10%,25036.82145,20500,4536.82,2013-03-01,750.52,2016-05-01
486027,39636,99%,12213.15,10000,2213.15,2013-03-01,375.48,2013-03-01
486030,5413,20%,5569.726175,5000,569.73,2013-03-01,168.08,2016-04-01
486069,18159,96.60%,1652.44,1089.16,563.28,2010-07-01,413.58,2016-05-01
486095,4112,45.20%,2754.06,1975.81,768.19,2011-05-01,196.76,2016-04-01
486101,9317,61.70%,7235.807823,6400,835.81,2011-04-01,11.14,2015-08-01
486113,36174,78%,17680.56526,14400,3280.57,2013-03-01,515.24,2016-05-01
486131,5472,97.70%,2494.6875,2000,494.69,2013-03-01,77.42,2013-03-01
486142,639,2.70%,8744.409117,7500,1244.41,2013-03-01,282.62,2016-02-01
486146,8754,17.30%,5569.831522,5000,569.83,2013-03-01,171.03,2013-03-01
486154,1498,2.70%,3689.286978,3500,189.29,2011-02-01,2619.76,2016-05-01
486157,5256,15.60%,3856.010516,3500,356.01,2013-03-01,114.36,2016-05-01
486163,8696,54.30%,11659.12224,10000,1659.12,2013-03-01,370.01,2013-03-01
486172,18096,68.30%,11166.13067,10000,1166.13,2011-09-01,5701.99,2011-09-01
486202,2823,65.70%,501.62,195.49,90.37,2010-10-01,40.93,2016-05-01
486245,5553,32.10%,9371.253492,8000,1371.25,2013-01-01,791.6,2016-05-01
486256,4176,8.80%,16888.55232,15000,1888.55,2013-02-01,953.38,2015-06-01
486260,9411,20.30%,9468.26222,8500,968.26,2013-03-01,281.25,2013-09-01
486271,32785,75.60%,24123.86139,18000,6123.86,2013-05-01,655.84,2013-05-01
486305,31725,32.80%,24616.14597,21000,3616.15,2013-03-01,705.15,2013-03-01
486325,14441,87%,8355.204476,7000,1355.2,2012-07-01,982.5,2016-05-01
486329,19596,43.80%,29462.36027,25000,4462.36,2013-03-01,863.15,2013-03-01
486355,11332,90.70%,18223.1287,15000,3223.13,2013-03-01,536.43,2013-12-01
486362,31992,75.50%,16862.53787,14000,2862.54,2012-10-01,2795.38,2012-09-01
486377,1967,18.20%,2062.483502,1750,312.48,2013-03-01,67.02,2016-05-01
486393,17028,11.70%,1107.800021,1000,107.8,2013-03-01,34.1,2013-03-01
486412,46148,78.40%,10944.37325,10000,944.37,2011-11-01,5047.19,2016-05-01
486414,1702,24.30%,1460.237609,1400,60.24,2010-10-01,1.96,2016-05-01
486422,22217,78.80%,18630.27185,16000,2630.27,2011-06-01,10799.22,2014-05-01
486429,1386,9%,8744.332415,7500,1244.33,2013-03-01,280.82,2013-03-01
486435,9431,87.30%,24843.52082,20000,4809.06,2013-02-01,1391.41,2016-05-01
486440,4423,40.20%,3168.97,2516.91,600.69,2012-03-01,130.24,2012-08-01
486441,13147,99.60%,20468.29328,20000,468.29,2010-09-01,482.82,2014-07-01
486459,9640,87.60%,1809.88,1143.99,642.09,2010-09-01,299.15,2016-05-01
486462,38910,93.30%,22961.70459,20000,2961.7,2011-05-01,13971.19,2012-08-01
486464,1431,71.50%,13520.23,10000,3520.23,2015-08-01,917.11,2015-08-01
486468,3947,7.60%,1616.285175,1500,116.29,2011-10-01,790.75,2011-10-01
486476,18111,69.10%,10391.95364,10000,391.95,2010-08-01,9107.12,2010-07-01
486517,18533,90.40%,12538.15448,10000,2538.15,2013-03-01,356.11,2015-07-01
486519,9247,23.80%,5499.259742,5000,499.26,2012-03-01,1947.04,2012-03-01
486538,3187,37.10%,4466.444368,4000,466.44,2011-09-01,2282.99,2011-09-01
486551,11011,88.10%,7653.64847,6300,1353.65,2013-03-01,225.31,2016-05-01
486576,13222,91.80%,15481.80929,13000,2481.81,2011-10-01,7338.76,2016-05-01
486578,4482,19.40%,15766.19883,14000,1766.2,2013-03-01,457.38,2013-03-01
486603,19002,53.10%,28309.74595,25000,3309.75,2011-06-01,16595.83,2015-02-01
486607,21367,77.10%,2821.54,1633.61,1187.93,2010-12-01,300.23,2016-05-01
486632,12841,55.40%,10966.99592,10000,967,2011-05-01,6790.16,2016-05-01
486646,0,0%,12814.50696,12000,814.51,2011-03-01,8692.19,2013-07-01
486651,7130,55.30%,9020.310812,8000,1020.31,2011-02-01,6223.9,2015-04-01
486652,14360,48.20%,4556.24738,4000,556.25,2011-07-01,2551.78,2011-07-01
486653,2276,73.40%,6182.242214,5000,1182.24,2012-05-01,1815.01,2016-05-01
486659,8976,20.80%,15580.76026,14000,1580.76,2012-05-01,23.17,2016-01-01
486669,16062,57.40%,5056.589374,4800,256.59,2010-10-01,4131.49,2016-05-01
